location,latitude,longitude,zone,property_type,bhk,total_sqft,price_per_sqft,price_2021,price_2022,price_2023,price_2024,price_2025,annual_growth_rate_pct,metro_access,distance_to_it_hub_km,kiii,distance_to_airport_km
Anjanapura,12.8539,77.5672,South,Apartment,1,700,6600,5059,5322,5718,6143,6600,6.6,No,11.2,10.6,49.2
MG Road,12.9786,77.5996,Central,Apartment,4,2630,15800,12879,13390,14149,14952,15800,5.79,Yes,12.1,3.2,37.4
Malleshwaram,12.9993,77.5724,North,Apartment,4,2200,13350,12140,12361,12682,13012,13350,2.99,Yes,15.2,3.7,27.6
Marathahalli,12.9589,77.7037,East,Apartment,2,1010,8750,5524,6034,6830,7731,8750,14.09,No,3.1,9.7,38.8
Bellandur,12.9216,77.6771,East,Apartment,3,1540,12200,7265,8027,9229,10611,12200,14.16,No,3.6,10.5,46.3
Rajarajeshwari Nagar,12.9239,77.5086,West,Builder Floor,2,1280,7850,5958,6280,6765,7287,7850,6.64,Yes,15.6,9.3,41.7
MG Road,12.9784,77.5973,Central,Apartment,2,880,15050,12268,12755,13478,14242,15050,5.74,Yes,11.6,3,32.4
Thanisandra,13.0577,77.6274,North,Builder Floor,3,2170,9450,5966,6517,7376,8349,9450,11.81,No,13,6.9,18.2
Marathahalli,12.9633,77.697,East,Apartment,2,1250,8800,5556,6069,6869,7775,8800,14.98,No,3.1,9.2,41.2
Thanisandra,13.0587,77.6267,North,Apartment,1,540,9750,6156,6724,7611,8614,9750,14.47,No,12.9,6.3,19.2
ITPL,12.9847,77.7246,East,Villa,3,1350,11000,7005,7639,8626,9741,11000,12.27,No,1.5,13,42
Thanisandra,13.0583,77.6321,North,Apartment,3,1480,9350,5904,6449,7299,8261,9350,12.02,No,12,7.6,21
Rajajinagar,12.9899,77.5552,West,Builder Floor,3,1360,14000,11177,11667,12398,13175,14000,6.33,Yes,12.6,4.4,33.1
Kanakapura Road,12.8652,77.5833,South,Builder Floor,3,1540,8300,5726,6148,6795,7510,8300,11.25,Yes,8.1,7.8,48.8
Hulimavu,12.899,77.6142,South,Apartment,1,660,7150,5168,5499,6002,6551,7150,10,No,7.7,8.4,40
Jayanagar,12.9222,77.5893,South,Villa,4,3300,16250,11421,12218,13436,14776,16250,9.98,Yes,9.3,3.7,35
Kengeri,12.9195,77.4811,West,Apartment,2,1320,5650,4420,4632,4949,5288,5650,6.84,Yes,18.6,8.8,42.7
KR Puram,13.0025,77.694,East,Builder Floor,3,2180,9950,5232,5923,7041,8370,9950,20.47,Yes,6.6,6.8,35
Marathahalli,12.963,77.7017,East,Apartment,2,1030,9250,5840,6379,7220,8172,9250,14.65,No,2.9,9.2,38.3
KR Puram,13.0058,77.6961,East,Builder Floor,1,540,8900,4680,5298,6298,7487,8900,17.33,Yes,6.9,6.6,38.3
Marathahalli,12.9636,77.6996,East,Apartment,2,1180,9800,6187,6758,7649,8658,9800,12.8,No,2.9,9.7,38.8
Malleshwaram,13.0042,77.5673,North,Apartment,4,2260,13450,12231,12453,12777,13109,13450,2.86,Yes,14.1,3.8,28.9
Hennur,13.038,77.6372,North,Apartment,2,960,8350,5606,6051,6737,7500,8350,10.42,No,11.2,7.2,23.1
Kanakapura Road,12.8602,77.5814,South,Builder Floor,2,1020,7900,5451,5852,6468,7148,7900,9.85,Yes,8.2,8.7,44.9
Marathahalli,12.9551,77.7014,East,Apartment,3,2030,9450,5966,6517,7376,8349,9450,14.74,No,2.9,10,39.5
Hulimavu,12.8979,77.6169,South,Apartment,2,1290,7200,5206,5539,6045,6597,7200,9.3,No,8.2,8.2,42.6
Rajarajeshwari Nagar,12.9244,77.5036,West,Apartment,2,1240,7150,5426,5719,6161,6637,7150,8.51,Yes,14.1,8.5,41.9
Yelahanka,13.101,77.597,North,Apartment,2,1070,11150,6378,7102,8254,9593,11150,17.33,No,23.6,5.3,12.2
Yelahanka,13.1024,77.5948,North,Builder Floor,2,880,10400,5948,6624,7699,8948,10400,14.7,No,23.9,4.8,11.9
Banashankari,12.9281,77.556,South,Builder Floor,2,1150,7900,6179,6475,6919,7393,7900,7.11,Yes,11.2,4.5,38.3
Malleshwaram,13.0004,77.5744,North,Villa,3,1870,13150,11958,12176,12492,12817,13150,2.99,Yes,12.8,3.8,28
Hoodi,12.9858,77.7176,East,Builder Floor,3,1770,10750,6965,7570,8509,9564,10750,12.42,Yes,3.8,12.4,39.5
HSR Layout,12.9148,77.6428,South,Apartment,3,1730,14450,8398,9323,10789,12486,14450,15.08,No,5.2,8.3,46.4
Hulimavu,12.8934,77.6162,South,Builder Floor,3,1700,7300,5278,5616,6129,6689,7300,8.72,No,7.2,8.4,47
Sarjapur Road,12.9048,77.681,East,Villa,2,1180,12950,7840,8634,9883,11313,12950,15.81,No,4.4,11.2,40
Indiranagar,12.9829,77.6437,East,Apartment,3,1370,19600,13159,14203,15813,17605,19600,10.17,Yes,7.6,4.1,33.1
ITPL,12.9824,77.7313,East,Apartment,3,1470,11300,7197,7848,8862,10007,11300,14.82,No,1.6,12.8,40.4
Rajarajeshwari Nagar,12.9181,77.5115,West,Apartment,1,650,7300,5541,5840,6291,6777,7300,7.68,Yes,13.6,8.5,41.3
Devanahalli,13.2417,77.7145,North,Builder Floor,3,1920,9500,5107,5757,6803,8039,9500,16.13,No,31.1,8.8,7.7
Indiranagar,12.9816,77.6382,East,Apartment,4,2120,19600,13159,14203,15813,17605,19600,12.26,Yes,7.7,4,39
MG Road,12.9749,77.6002,Central,Apartment,4,2200,16700,13613,14153,14956,15804,16700,5.55,Yes,11.8,3,38.2
Manyata Tech Park,13.049,77.6215,North,Apartment,3,1860,11700,7716,8357,9349,10459,11700,12.08,No,0.5,7.8,20.1
Sarjapur Road,12.9046,77.6829,East,Apartment,3,2010,11300,6840,7533,8623,9871,11300,13.95,No,4.9,11.3,43.4
Anjanapura,12.8544,77.5661,South,Villa,2,1130,6050,4637,4878,5241,5631,6050,8.03,No,13.1,9.6,43.6
Bannerghatta Road,12.8743,77.5969,South,Apartment,2,1280,10100,6323,6918,7848,8903,10100,12.33,No,8.2,7,45.4
JP Nagar,12.9117,77.589,South,Apartment,1,580,8800,6362,6769,7388,8063,8800,10.34,Yes,9.7,6.8,36.8
Koramangala,12.939,77.627,South,Apartment,2,1040,21750,13616,14897,16900,19172,21750,11.89,No,5,4.8,38.1
ITPL,12.9863,77.7305,East,Apartment,3,1410,10450,6655,7257,8195,9254,10450,12.51,No,1.6,12.2,36.3
Bellandur,12.9282,77.6829,East,Apartment,3,1720,13400,7979,8816,10136,11654,13400,16.41,No,3.6,11.8,46.4
Varthur,12.9449,77.7467,East,Apartment,2,1110,7000,4616,5000,5593,6257,7000,11.1,No,3.2,12.6,47.2
Hennur,13.0355,77.6364,North,Apartment,2,1210,8700,5841,6304,7019,7814,8700,10.59,No,11.8,7.3,20.8
Bannerghatta Road,12.8836,77.6016,South,Apartment,2,1260,9900,6198,6781,7693,8727,9900,13.76,No,8.5,6.6,43
Kengeri,12.9139,77.4816,West,Apartment,2,1100,6100,4771,5000,5343,5709,6100,7.73,Yes,18.1,9,42.5
Rajarajeshwari Nagar,12.9202,77.5065,West,Builder Floor,2,1060,7150,5426,5719,6161,6637,7150,7.43,Yes,16.2,8,42.9
Kengeri,12.9104,77.4822,West,Apartment,2,920,5650,4420,4632,4949,5288,5650,7.36,Yes,21,8.3,43
Richmond Town,12.9678,77.6033,Central,Apartment,2,1100,14950,11693,12254,13094,13991,14950,6.44,Yes,11.7,2.6,34.7
Jayanagar,12.925,77.5927,South,Apartment,3,1820,14600,10261,10977,12072,13276,14600,10.09,Yes,9,3.9,35.1
Whitefield,12.9699,77.7523,East,Apartment,3,2020,14500,6291,7398,9258,11586,14500,21.61,Yes,1.9,14.8,43.1
Manyata Tech Park,13.0442,77.6217,North,Apartment,3,1850,11100,7320,7928,8869,9922,11100,13.48,No,0.5,6.5,17.4
RT Nagar,13.0207,77.5905,North,Apartment,2,1330,7200,6058,6260,6559,6872,7200,5.05,No,12.1,5.5,22.7
JP Nagar,12.9054,77.5803,South,Villa,3,2040,9150,6616,7039,7682,8384,9150,8.09,Yes,9.5,7,36.4
JP Nagar,12.9092,77.5898,South,Builder Floor,1,570,10100,7302,7769,8479,9254,10100,9.4,Yes,8.1,6.4,42.7
Banashankari,12.9288,77.5518,South,Apartment,2,880,9100,7118,7459,7970,8516,9100,7.33,Yes,9.8,5.4,36.7
Thanisandra,13.0566,77.6305,North,Builder Floor,2,1000,9450,5966,6517,7376,8349,9450,12.63,No,10.8,7.7,20.3
Hoodi,12.9839,77.7172,East,Villa,3,2170,10400,6739,7324,8232,9253,10400,10.98,Yes,4.1,10.9,35.2
KR Puram,13.012,77.6952,East,Builder Floor,2,1140,8850,4653,5268,6263,7445,8850,17.03,Yes,6.6,6.4,32.6
Bellandur,12.9209,77.6804,East,Apartment,3,1560,12400,7384,8158,9380,10785,12400,12.87,No,4.1,11.5,47.8
Rajajinagar,12.9903,77.5551,West,Apartment,2,1060,12650,10098,10541,11202,11904,12650,6.63,Yes,11.6,3.8,30.4
Thanisandra,13.065,77.6242,North,Apartment,3,1460,9550,6030,6587,7455,8438,9550,12.96,No,13,7.2,19.6
Bellandur,12.9218,77.6799,East,Villa,3,1980,13400,7979,8816,10136,11654,13400,15.8,No,3.8,10.2,44.7
Malleshwaram,13.0048,77.568,North,Apartment,2,930,14400,13096,13334,13680,14035,14400,2.88,Yes,13.3,3.6,30.1
Rajarajeshwari Nagar,12.9186,77.5046,West,Builder Floor,3,2040,7900,5996,6320,6808,7334,7900,8.55,Yes,14.4,8.1,40.8
Banashankari,12.9331,77.5521,South,Apartment,3,1560,8600,6726,7049,7532,8048,8600,6.94,Yes,9.7,4.8,34.4
Bannerghatta Road,12.8808,77.602,South,Apartment,2,870,9650,6041,6609,7498,8506,9650,11.55,No,8.2,6.9,44.5
Richmond Town,12.9654,77.6038,Central,Apartment,2,1120,15350,12007,12583,13445,14366,15350,7.18,Yes,11.2,2.5,36
Varthur,12.9435,77.7526,East,Builder Floor,2,1210,8000,5276,5714,6392,7151,8000,12.06,No,3.8,14.2,42.1
Whitefield,12.9716,77.75,East,Apartment,3,1720,15000,6508,7653,9578,11986,15000,26.58,Yes,2.2,13.8,45.1
Marathahalli,12.9559,77.7049,East,Apartment,2,1120,9250,5840,6379,7220,8172,9250,14.35,No,3,9.7,37.3
Whitefield,12.9662,77.7488,East,Villa,3,1610,14800,6421,7551,9450,11826,14800,24.76,Yes,1.9,14.7,38.9
Yelahanka,13.0958,77.5945,North,Builder Floor,3,1450,10850,6206,6911,8032,9335,10850,16.44,No,21,5.6,12.7
KR Puram,13.0063,77.6935,East,Apartment,1,590,10250,5389,6101,7253,8622,10250,16.41,Yes,6.7,6.3,36
Koramangala,12.9373,77.6201,South,Apartment,3,1830,22550,14116,15445,17522,19878,22550,11.46,No,4.7,4.7,34.1
Anjanapura,12.8515,77.5666,South,Apartment,3,1690,6250,4791,5040,5415,5818,6250,8.26,No,13.1,9.9,48.9
Koramangala,12.9308,77.6279,South,Apartment,4,3080,22150,13866,15171,17211,19525,22150,13.94,No,5.3,4.8,34.8
Bellandur,12.925,77.6825,East,Apartment,3,1390,12100,7206,7961,9153,10524,12100,16.6,No,3.7,11.1,41
HSR Layout,12.9166,77.6406,South,Apartment,2,960,13800,8020,8903,10303,11924,13800,14.1,No,5.7,7.3,41.8
Whitefield,12.973,77.7544,East,Apartment,3,1540,14100,6117,7194,9003,11267,14100,24.33,Yes,1.8,15.9,46.1
KR Puram,13.0107,77.6966,East,Apartment,2,1010,9600,5047,5714,6793,8075,9600,19.7,Yes,6.7,6.9,32.4
Hulimavu,12.8987,77.6135,South,Builder Floor,2,920,6900,4989,5308,5793,6322,6900,8.47,No,7.3,7.9,43.2
Indiranagar,12.9741,77.6443,East,Apartment,4,2720,19250,12924,13949,15530,17290,19250,10.19,Yes,6.4,4.2,38.6
Malleshwaram,13.0073,77.5685,North,Apartment,2,1200,14000,12730,12962,13299,13645,14000,2.65,Yes,15.1,3.7,27.2
ITPL,12.9833,77.7238,East,Builder Floor,3,1710,11600,7387,8055,9096,10272,11600,11.83,No,1.6,13.8,36.7
JP Nagar,12.9061,77.5847,South,Apartment,3,1300,10000,7230,7693,8396,9163,10000,8.56,Yes,9.9,7.1,39.2
KR Puram,13.0049,77.7008,East,Apartment,2,910,9200,4837,5476,6510,7739,9200,20.06,Yes,6.8,7.3,32.6
Rajarajeshwari Nagar,12.919,77.5061,West,Apartment,3,1590,8050,6110,6440,6937,7473,8050,7.18,Yes,15.8,8.5,42.1
Malleshwaram,13.0029,77.5663,North,Apartment,3,1740,12700,11548,11758,12064,12378,12700,2.22,Yes,14,3.2,28.2
Devanahalli,13.245,77.7145,North,Builder Floor,3,1480,9150,4920,5546,6553,7743,9150,17.78,No,29.3,8.2,8.3
Banashankari,12.9327,77.555,South,Builder Floor,2,970,9050,7079,7419,7927,8470,9050,5.83,Yes,9.8,5,38.2
KR Puram,13.0025,77.6947,East,Apartment,1,500,9700,5100,5774,6864,8160,9700,17.5,Yes,6.8,7.4,33.8
Sarjapur Road,12.8966,77.6833,East,Builder Floor,1,480,11750,7113,7833,8967,10265,11750,12.7,No,4.5,13.1,40.4
Thanisandra,13.0615,77.624,North,Builder Floor,3,1830,9750,6156,6724,7611,8614,9750,11.75,No,11.8,6.5,21.4
Whitefield,12.9732,77.752,East,Apartment,3,1580,14650,6355,7474,9354,11706,14650,27.1,Yes,1.9,14.7,40.1
Marathahalli,12.9611,77.6966,East,Apartment,2,1090,9550,6030,6587,7455,8438,9550,13.55,No,3,9.7,36.3
Rajajinagar,12.9867,77.551,West,Apartment,1,600,12750,10179,10625,11291,11998,12750,7.1,Yes,12.9,3.9,30.1
ITPL,12.9814,77.7283,East,Apartment,2,890,10300,6560,7153,8077,9121,10300,14.3,No,1.4,12.8,40.5
Banashankari,12.9281,77.5569,South,Apartment,2,960,8750,6844,7172,7664,8189,8750,7.88,Yes,10.4,4.6,39.3
Kengeri,12.9164,77.4805,West,Builder Floor,2,1110,5650,4420,4632,4949,5288,5650,7.01,Yes,20.5,8.5,45.2
HSR Layout,12.9123,77.6383,South,Apartment,2,1350,14450,8398,9323,10789,12486,14450,18.06,No,5.9,8.4,45.3
RT Nagar,13.0217,77.5887,North,Apartment,1,580,7850,6605,6826,7152,7493,7850,5.17,No,12,5.3,26.8
Marathahalli,12.9587,77.6996,East,Apartment,3,2120,9250,5840,6379,7220,8172,9250,12.05,No,3.1,9.3,38.5
Nagarbhavi,12.9638,77.5027,West,Apartment,2,1260,5850,4769,4958,5239,5536,5850,5.94,No,18,7.7,45.5
Thanisandra,13.0594,77.6316,North,Apartment,3,1690,10100,6377,6966,7884,8923,10100,14.8,No,12.1,7.2,21.1
JP Nagar,12.9117,77.5837,South,Builder Floor,2,1020,8800,6362,6769,7388,8063,8800,9.54,Yes,9.6,6.5,40.7
Bellandur,12.9247,77.6755,East,Builder Floor,2,1140,12000,7146,7895,9077,10437,12000,15.61,No,3.6,10,43.9
Hoodi,12.9882,77.7152,East,Apartment,2,1140,10150,6577,7148,8034,9030,10150,11.22,Yes,3.6,11.6,35.8
Anjanapura,12.8546,77.5677,South,Apartment,2,1140,6450,4945,5202,5589,6004,6450,7.86,No,12.5,9.5,47.3
Yelahanka,13.1032,77.5925,North,Apartment,3,1750,11050,6320,7038,8180,9507,11050,14.45,No,23.9,5.5,12
Koramangala,12.9344,77.622,South,Villa,4,2950,22600,14148,15480,17561,19922,22600,14.01,No,5.2,4.8,37.3
Malleshwaram,13,77.5689,North,Apartment,1,490,12500,11366,11573,11874,12183,12500,2.51,Yes,15.3,3.8,27.2
Rajajinagar,12.9909,77.5544,West,Apartment,3,1980,12950,10338,10791,11467,12186,12950,5.56,Yes,12.7,3.7,28.8
RT Nagar,13.025,77.591,North,Builder Floor,2,1260,7100,5976,6175,6469,6777,7100,4.95,No,12.7,6,26.1
Hoodi,12.9829,77.7198,East,Apartment,2,970,9900,6415,6972,7836,8808,9900,11.27,Yes,4.3,12.4,39.4
Richmond Town,12.9584,77.6037,Central,Apartment,1,690,15550,12163,12746,13620,14553,15550,6.89,Yes,12.2,2.7,32.3
Koramangala,12.9321,77.6217,South,Villa,3,2100,23700,14837,16233,18415,20891,23700,13.39,No,4.8,5.3,39.4
Hennur,13.0418,77.6423,North,Apartment,2,1270,8100,5438,5869,6534,7275,8100,12.3,No,12.1,7.5,23.5
Anjanapura,12.8531,77.5669,South,Apartment,1,600,6050,4637,4878,5241,5631,6050,6.76,No,11.7,10,52.1
Bellandur,12.9224,77.6826,East,Villa,3,1890,13700,8158,9013,10363,11915,13700,15.7,No,4,10.2,47.5
Varthur,12.9449,77.7526,East,Builder Floor,3,1760,7200,4748,5143,5753,6436,7200,11.08,No,3.4,12.9,44.4
Sarjapur Road,12.8999,77.6838,East,Apartment,2,1070,12800,7748,8533,9768,11182,12800,15.41,No,4.6,11,44.4
Hulimavu,12.8949,77.6155,South,Apartment,3,2050,7650,5530,5884,6422,7009,7650,8.05,No,7.6,8.3,40.9
Richmond Town,12.9639,77.6042,Central,Villa,2,1270,14200,11106,11639,12437,13289,14200,6.22,Yes,11.1,2.6,31.6
Whitefield,12.9716,77.7457,East,Builder Floor,4,3480,13250,5748,6760,8460,10588,13250,24.42,Yes,1.8,14,39.1
Gottigere,12.8702,77.5979,South,Apartment,3,1610,6950,5122,5429,5895,6401,6950,7.7,No,10.6,9.8,47.8
Kengeri,12.9159,77.4819,West,Apartment,2,1110,5450,4263,4467,4773,5100,5450,6.79,Yes,19.6,8.5,46.4
Anjanapura,12.8567,77.5725,South,Apartment,2,1160,5750,4408,4637,4982,5352,5750,7.4,No,12.2,9.8,50.4
Malleshwaram,13.0031,77.5704,North,Apartment,3,2040,14150,12869,13103,13443,13792,14150,2.86,Yes,14.6,3.8,29.8
Hennur,13.0401,77.6388,North,Builder Floor,3,1870,7800,5237,5652,6293,7006,7800,11.11,No,12.2,7.5,22
Thanisandra,13.0599,77.6266,North,Builder Floor,3,2190,9150,5777,6310,7142,8084,9150,14.43,No,11.3,7.5,18.6
Thanisandra,13.0615,77.6309,North,Builder Floor,3,1800,10100,6377,6966,7884,8923,10100,13.35,No,12.2,6.3,18.1
Bellandur,12.9287,77.6821,East,Apartment,2,1310,12550,7473,8256,9493,10915,12550,13.74,No,4.1,10.3,41.8
Marathahalli,12.9552,77.7035,East,Apartment,2,1040,8850,5587,6103,6908,7819,8850,14.1,No,3,9.4,39.7
ITPL,12.9834,77.7271,East,Apartment,2,1090,10700,6814,7431,8391,9475,10700,14.85,No,1.6,12.4,39.8
Whitefield,12.973,77.7542,East,Villa,3,1410,14550,6312,7423,9290,11626,14550,28.47,Yes,2.1,13.1,42.3
Richmond Town,12.9619,77.6055,Central,Villa,3,1770,15100,11811,12378,13226,14132,15100,7.11,Yes,11.8,2.6,36.5
Marathahalli,12.9598,77.703,East,Apartment,2,900,9150,5777,6310,7142,8084,9150,14.42,No,3.3,10.4,37.6
Gottigere,12.8701,77.5949,South,Apartment,2,1280,7000,5159,5469,5938,6447,7000,7.96,No,10.1,8.6,43
Frazer Town,12.9825,77.6192,Central,Apartment,3,2060,12300,10239,10603,11141,11706,12300,4.68,No,9.6,4.1,32.7
Rajajinagar,12.9863,77.5574,West,Apartment,3,1750,14200,11337,11834,12575,13363,14200,5.74,Yes,12.3,4,33.3
Marathahalli,12.9631,77.6973,East,Builder Floor,3,2150,8500,5367,5862,6635,7510,8500,13.27,No,3.2,9.4,41.8
MG Road,12.9772,77.6032,Central,Villa,1,520,15750,12838,13348,14105,14905,15750,5.9,Yes,12.9,2.9,33
KR Puram,13.0086,77.6982,East,Apartment,3,1920,8850,4653,5268,6263,7445,8850,19.44,Yes,7.1,6.2,32.7
JP Nagar,12.9087,77.5845,South,Apartment,1,590,9700,7013,7462,8144,8888,9700,9.13,Yes,9.1,5.9,37.6
Hulimavu,12.8966,77.6085,South,Builder Floor,2,1320,7650,5530,5884,6422,7009,7650,9.61,No,7.9,7.7,43.9
Hebbal,13.0315,77.6003,North,Apartment,3,1830,16550,11111,11993,13352,14865,16550,12.83,No,10.5,8,17.8
Devanahalli,13.2424,77.7108,North,Builder Floor,3,1800,8750,4706,5304,6267,7405,8750,16.28,No,28.5,8.5,8.5
Marathahalli,12.958,77.7052,East,Apartment,2,870,8650,5461,5965,6752,7642,8650,15.06,No,3.1,10.6,40.4
Jayanagar,12.9216,77.5951,South,Apartment,2,1200,15000,10542,11278,12403,13640,15000,10.19,Yes,9,3.5,41.1
Devanahalli,13.2484,77.7156,North,Apartment,2,1200,8500,4570,5151,6087,7193,8500,17.99,No,29.2,7.3,8.6
Bellandur,12.9207,77.6827,East,Villa,2,1040,13550,8069,8915,10250,11785,13550,16,No,3.6,11.6,46.9
KR Puram,13.0121,77.694,East,Apartment,1,620,9550,5021,5684,6757,8033,9550,17.1,Yes,7,6.4,36.9
Thanisandra,13.0599,77.6255,North,Apartment,3,1660,9650,6093,6655,7533,8526,9650,12.86,No,12.8,7.5,20.2
Malleshwaram,13.0045,77.5753,North,Apartment,2,1300,14400,13096,13334,13680,14035,14400,2.41,Yes,13.5,3.3,27.2
Rajarajeshwari Nagar,12.9222,77.5101,West,Villa,3,2080,7300,5541,5840,6291,6777,7300,7.2,Yes,13.9,8.4,41.5
Rajarajeshwari Nagar,12.9175,77.5086,West,Builder Floor,2,1260,8000,6073,6401,6895,7427,8000,7.36,Yes,13.8,8.1,44.1
Banashankari,12.9265,77.5488,South,Apartment,2,1310,9000,7039,7377,7883,8423,9000,7.43,Yes,10.2,4.6,39.3
Sarjapur Road,12.9046,77.6816,East,Apartment,1,490,11900,7204,7934,9082,10396,11900,13.37,No,4.3,11.8,42
Kanakapura Road,12.8626,77.586,South,Apartment,1,540,8050,5555,5964,6591,7284,8050,11.16,Yes,8.4,7.5,46.3
Kengeri,12.9131,77.4874,West,Villa,2,1040,5600,4380,4590,4905,5241,5600,6.34,Yes,19.9,9.5,40.1
Rajajinagar,12.9903,77.5546,West,Builder Floor,2,1020,14050,11216,11708,12442,13222,14050,6.07,Yes,11.4,3.7,32.3
Thanisandra,13.0607,77.632,North,Apartment,2,1060,9200,5808,6344,7181,8128,9200,15.12,No,12,6.8,18.2
Whitefield,12.9652,77.7496,East,Apartment,1,680,13500,5856,6887,8619,10787,13500,22.4,Yes,1.9,15.8,45
Kanakapura Road,12.8622,77.5904,South,Apartment,1,480,8450,5830,6259,6918,7646,8450,9.04,Yes,8.8,7.5,47
Manyata Tech Park,13.0412,77.6202,North,Villa,3,1400,12800,8442,9143,10228,11442,12800,12.76,No,0.5,6.5,17.8
Hoodi,12.9869,77.7162,East,Builder Floor,3,2030,10200,6609,7183,8074,9075,10200,11.89,Yes,4.2,11.9,38.8
MG Road,12.9747,77.6051,Central,Apartment,3,1320,16250,13246,13772,14553,15378,16250,6.25,Yes,12.2,3.3,38.5
HSR Layout,12.9108,77.643,South,Apartment,1,520,14500,8427,9355,10826,12529,14500,14.66,No,5.2,7.5,46
Rajajinagar,12.9898,77.5507,West,Apartment,2,1300,14300,11416,11917,12664,13457,14300,5.8,Yes,12.9,4.1,31.3
ITPL,12.9846,77.7225,East,Builder Floor,3,2120,10900,6941,7569,8547,9652,10900,13.2,No,1.5,14.2,40.5
Gottigere,12.8716,77.5995,South,Apartment,2,1230,7350,5417,5742,6234,6769,7350,8.04,No,9.2,9.6,41.8
Yelahanka,13.1022,77.5972,North,Apartment,4,2700,10400,5948,6624,7699,8948,10400,16.38,No,21.6,5,11.2
RT Nagar,13.0225,77.5856,North,Apartment,2,950,6950,5849,6044,6332,6634,6950,4.21,No,12.8,5.4,26.6
Richmond Town,12.9646,77.6022,Central,Apartment,2,1070,14050,10990,11517,12306,13149,14050,6.02,Yes,10.4,2.6,31.7
Bannerghatta Road,12.8808,77.6019,South,Apartment,1,620,9250,5791,6336,7188,8154,9250,14.88,No,7.7,6.4,41.5
Rajarajeshwari Nagar,12.9193,77.5108,West,Apartment,2,920,7850,5958,6280,6765,7287,7850,7.36,Yes,16.4,8.5,39
Rajajinagar,12.9909,77.5527,West,Apartment,3,1460,13750,10977,11458,12176,12939,13750,5.94,Yes,11.7,3.9,28.5
Nagarbhavi,12.9623,77.5038,West,Villa,2,900,6550,5338,5550,5865,6198,6550,6.36,No,16.5,7.7,44.9
Gottigere,12.8661,77.594,South,Apartment,2,1170,6600,4865,5157,5599,6079,6600,7.45,No,10,8.9,41.9
Richmond Town,12.9655,77.6025,Central,Apartment,3,2080,14050,10990,11517,12306,13149,14050,6.21,Yes,11.7,2.7,38.2
Nagarbhavi,12.9637,77.5055,West,Apartment,2,1060,6650,5420,5635,5955,6293,6650,4.93,No,17.2,7.7,43
Marathahalli,12.9616,77.7031,East,Apartment,3,1730,8700,5494,6001,6792,7687,8700,13.2,No,2.9,10.7,36.9
Marathahalli,12.9573,77.6977,East,Builder Floor,3,1820,9100,5746,6276,7103,8040,9100,12.12,No,3,9.6,38.4
Devanahalli,13.2441,77.7116,North,Apartment,3,2030,9050,4866,5485,6482,7659,9050,19.15,No,32.8,8.4,7.6
Frazer Town,12.9815,77.6114,Central,Apartment,3,2100,11300,9408,9742,10236,10755,11300,5.32,No,10.2,4.2,34.6
Bellandur,12.9245,77.6803,East,Apartment,3,1320,12350,7354,8125,9342,10741,12350,17.16,No,4,10.2,47.3
Nagarbhavi,12.959,77.4977,West,Apartment,1,670,5800,4727,4915,5194,5489,5800,5.62,No,19.2,6.7,42.7
Malleshwaram,13.0035,77.5739,North,Apartment,4,2870,12850,11686,11899,12208,12525,12850,2.51,Yes,13.7,3.5,28
Marathahalli,12.9582,77.6956,East,Apartment,2,910,9050,5715,6242,7065,7996,9050,12.2,No,2.8,10.1,42.4
Koramangala,12.9314,77.6287,South,Apartment,4,2690,20800,13022,14247,16162,18335,20800,13.28,No,4.9,5,36.5
Banashankari,12.9301,77.5515,South,Builder Floor,3,1590,7850,6140,6435,6876,7347,7850,7.56,Yes,9.8,4.8,36.1
Rajajinagar,12.9938,77.5553,West,Apartment,3,1840,13150,10498,10958,11645,12375,13150,5.6,Yes,13.4,3.9,29.4
Richmond Town,12.9598,77.6014,Central,Builder Floor,3,1460,13500,10559,11066,11824,12634,13500,7.6,Yes,10.7,2.9,37.1
Rajajinagar,12.9912,77.5515,West,Apartment,1,500,14250,11376,11875,12619,13410,14250,7.17,Yes,11.5,3.8,32.7
Jayanagar,12.9229,77.5952,South,Villa,3,2010,16150,11350,12142,13353,14685,16150,9.02,Yes,9.1,4,40.9
Thanisandra,13.0647,77.6263,North,Apartment,3,1770,9200,5808,6344,7181,8128,9200,11.61,No,12.5,7.6,20.8
Kengeri,12.9136,77.4803,West,Villa,2,1210,5650,4420,4632,4949,5288,5650,6.39,Yes,21.5,8.5,44.3
Anjanapura,12.8511,77.5732,South,Apartment,2,1240,6050,4637,4878,5241,5631,6050,6.83,No,11.9,10,43.5
Yelahanka,13.0965,77.5968,North,Builder Floor,3,2070,10400,5948,6624,7699,8948,10400,16.5,No,23,5.4,12.5
Hennur,13.0376,77.6384,North,Apartment,2,1290,9050,6076,6558,7301,8129,9050,10.98,No,12.5,7.5,20.3
Electronic City,12.8424,77.6577,South,Apartment,1,650,6700,4159,4558,5183,5893,6700,14.64,No,0.8,16.9,52.3
Rajajinagar,12.993,77.5482,West,Apartment,3,1970,12700,10138,10583,11246,11951,12700,6.65,Yes,13.3,4.3,32.7
Nagarbhavi,12.9653,77.4991,West,Apartment,1,540,5950,4850,5043,5329,5631,5950,6.22,No,16.5,7.6,40.1
Hulimavu,12.8937,77.6082,South,Apartment,2,1070,7300,5278,5616,6129,6689,7300,9.48,No,7.5,7.3,43.5
