location,latitude,longitude,zone,property_type,bhk,total_sqft,price_per_sqft,price_2021,price_2022,price_2023,price_2024,price_2025,annual_growth_rate_pct,metro_access,distance_to_it_hub_km,kiii,distance_to_airport_km,price_growth_21_25,price_growth_23_25,price_cagr,total_value_lakhs,value_per_bhk,sqft_per_bhk,connectivity_score,price_per_sqft_norm,annual_growth_rate_pct_norm,total_value_lakhs_norm,connectivity_score_norm,distance_to_it_hub_km_norm,zone_enc,type_enc,loc_enc,predicted_price_1yr,predicted_price_3yr,predicted_price_5yr,roi_1yr,roi_3yr,roi_5yr,growth_rate_index,investment_score,category,location_rank,location_insight,best_city_flag
Kengeri,12.9108,77.4853,West,Builder Floor,3,1470,6150,4811,5042,5387,5756,6150,6.76,1,21.0,8.6,44.8,27.832051548534608,14.163727492110636,6.331010150471039,90.405,30.135,490.0,32.6,0.029850746268656716,0.17047583364556015,0.08926414858618249,0.5304347826086957,0.6307692307692307,4,1,18,6534.0,7383.0,8348.0,6.24,20.05,35.74,8.46,37.2,Stable,71,Kengeri offers steady 6.8% annual appreciation. Investment score: 38/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 35.9%.,0
Jp Nagar,12.9092,77.582,South,Builder Floor,2,1140,10000,7230,7693,8396,9163,10000,9.67,1,9.7,6.8,38.8,38.312586445366534,19.10433539780848,8.44647141119328,114.0,57.0,570.0,45.9,0.25970149253731345,0.279505432746347,0.12201724066130847,0.8195652173913044,0.28307692307692306,3,1,16,10835.0,12721.0,14960.0,8.35,27.21,49.6,11.6,46.8,Stable,70,Jp Nagar offers steady 9.1% annual appreciation. Investment score: 47/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 50.3%.,0
Mg Road,12.9805,77.6042,Central,Villa,4,2000,17050,13897,14449,15269,16135,17050,6.18,1,13.0,3.3,32.6,22.688350003597897,11.664156133342066,5.244844663604908,341.0,85.25,500.0,45.7,0.6805970149253732,0.14874484825777445,0.43712433542942014,0.8152173913043478,0.38461538461538464,0,2,24,17910.0,19855.0,21970.0,5.04,16.45,28.86,7.22,32.8,Stable,78,Mg Road offers steady 5.6% annual appreciation. Investment score: 33/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 29.2%.,0
Anjanapura,12.8581,77.5709,South,Apartment,3,1840,6200,4753,5000,5372,5771,6200,6.47,0,12.1,10.5,45.2,30.44393014937934,15.4132539091586,6.870039227290414,114.08,38.026666666666664,613.3333333333334,15.299999999999999,0.03283582089552239,0.1596103409516673,0.12212829161981703,0.15434782608695652,0.3569230769230769,3,0,0,6619.0,7518.0,8565.0,6.76,21.26,38.15,8.85,27.7,Stable,97,Anjanapura offers steady 7.5% annual appreciation. Investment score: 28/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 39.4%.,0
Bannerghatta Road,12.8818,77.5971,South,Apartment,1,520,9500,5947,6507,7382,8374,9500,15.0,0,7.9,6.3,39.6,59.7444089456869,28.691411541587648,12.423322665445923,49.4,49.4,520.0,22.299999999999997,0.2298507462686567,0.4792056950168603,0.03234359166562556,0.30652173913043473,0.2276923076923077,3,0,2,10692.0,13556.0,17074.0,12.55,42.69,79.73,17.52,45.8,High Growth,3,Bannerghatta Road offers steady 13.5% annual appreciation. Investment score: 43/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 79.6%.,0
Rajarajeshwari Nagar,12.9261,77.5027,West,Builder Floor,2,890,7250,5503,5800,6248,6730,7250,6.97,1,13.6,9.1,44.1,31.746320188987827,16.037131882202303,7.135801611993098,64.525,32.2625,445.0,39.349999999999994,0.0955223880597015,0.178343949044586,0.053339163508655044,0.6771739130434782,0.40307692307692305,4,1,27,7792.0,8969.0,10289.0,7.48,23.71,41.92,9.29,41.0,Stable,87,Rajarajeshwari Nagar offers steady 7.6% annual appreciation. Investment score: 41/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 41.1%.,0
Bannerghatta Road,12.8768,77.5969,South,Apartment,3,1510,10400,6510,7123,8081,9167,10400,14.63,0,9.0,6.2,42.0,59.754224270353305,28.69694344759312,12.425049558416102,157.04,52.346666666666664,503.3333333333333,20.0,0.2835820895522388,0.46534282502810054,0.18176265633892752,0.2565217391304348,0.26153846153846155,3,0,2,11676.0,14728.0,18570.0,12.27,41.62,78.56,17.38,43.1,Stable,58,Bannerghatta Road offers steady 13.5% annual appreciation. Investment score: 43/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 79.6%.,0
Marathahalli,12.9562,77.7015,East,Builder Floor,2,1290,8800,5556,6069,6869,7775,8800,12.56,0,3.3,9.5,37.3,58.3873290136789,28.11180666763721,12.183790183780019,113.52,56.76,645.0,28.05,0.1880597014925373,0.3877856875234171,0.12135093491025693,0.4315217391304348,0.08615384615384615,1,1,23,9860.0,12428.0,15679.0,12.05,41.23,78.17,16.32,46.1,Stable,74,Marathahalli offers steady 13.3% annual appreciation. Investment score: 46/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 77.6%.,0
Varthur,12.9442,77.7471,East,Apartment,2,1020,8000,5276,5714,6392,7151,8000,11.23,0,3.4,13.1,40.7,51.630022744503414,25.15644555694618,10.967627285002134,81.6,40.8,510.0,26.25,0.14029850746268657,0.33795428999625327,0.07704160246533127,0.3923913043478261,0.08923076923076922,1,0,32,8858.0,10885.0,13313.0,10.72,36.06,66.41,14.62,42.4,Stable,97,Varthur offers steady 11.9% annual appreciation. Investment score: 43/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 68.2%.,0
Hebbal,13.0342,77.6016,North,Apartment,4,3360,17100,11480,12391,13795,15359,17100,12.07,0,10.9,7.4,17.2,48.954703832752614,23.957955781080102,10.47488434660968,574.56,143.64,840.0,30.5,0.6835820895522388,0.3694267515923567,0.7613376087952358,0.4847826086956522,0.32,2,0,8,18937.0,23101.0,28197.0,10.74,35.09,64.89,14.48,37.4,Premium,85,"Hebbal commands premium pricing at Rs 16,039/sqft with a 11.4% annual growth trajectory. 5-year ROI forecast: 64.6%. Best suited for high-net-worth portfolio diversification.",0
Varthur,12.9482,77.7501,East,Builder Floor,3,1730,7150,4715,5107,5713,6391,7150,12.0,0,3.5,11.9,40.5,51.64369034994698,25.153159460878697,10.97012779653712,123.695,41.23166666666666,576.6666666666666,26.25,0.08955223880597014,0.36680404645934805,0.1354752286955677,0.3923913043478261,0.09230769230769231,1,1,32,7918.0,9773.0,11992.0,10.74,36.69,67.72,14.93,44.4,Stable,33,Varthur offers steady 11.9% annual appreciation. Investment score: 43/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 68.2%.,0
Indiranagar,12.9754,77.6395,East,Apartment,4,2060,20600,13830,14927,16619,18503,20600,10.86,1,7.5,3.9,32.8,48.95155459146782,23.954509898309166,10.474300419388571,424.36,106.09,515.0,51.1,0.8925373134328358,0.3240914200074934,0.5528394341953664,0.9326086956521741,0.2153846153846154,1,0,13,22727.0,27785.0,33899.0,10.33,34.88,64.56,14.0,43.9,Premium,101,"Indiranagar commands premium pricing at Rs 19,558/sqft with a 11.3% annual growth trajectory. 5-year ROI forecast: 64.6%. Best suited for high-net-worth portfolio diversification.",0
Hennur,13.0405,77.6436,North,Apartment,3,2000,8000,5371,5797,6454,7186,8000,10.89,0,11.5,7.6,21.2,48.94805436603985,23.95413696932135,10.473651402390871,160.0,53.333333333333336,666.6666666666666,27.9,0.14029850746268657,0.32521543649306855,0.1858715418037452,0.42826086956521736,0.3384615384615385,2,0,9,8853.0,10830.0,13243.0,10.66,35.38,65.54,14.01,42.7,Stable,50,Hennur offers steady 11.2% annual appreciation. Investment score: 42/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 64.4%.,0
Rajajinagar,12.9945,77.5564,West,Apartment,3,1550,13050,10419,10876,11557,12281,13050,6.32,1,12.2,3.9,30.3,25.251943564641522,12.918577485506619,5.79036569805067,202.275,67.425,516.6666666666666,47.65,0.4417910447761194,0.1539902585237917,0.24455503269062592,0.857608695652174,0.36,4,0,26,13789.0,15403.0,17235.0,5.66,18.03,32.07,7.78,38.1,Stable,41,Rajajinagar offers steady 6.3% annual appreciation. Investment score: 37/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 32.6%.,0
Rajarajeshwari Nagar,12.919,77.5113,West,Apartment,1,510,8000,6073,6401,6895,7427,8000,7.76,1,14.7,8.0,40.8,31.73061090070805,16.02610587382161,7.132607779992117,40.8,40.8,510.0,39.900000000000006,0.14029850746268657,0.20794304983139753,0.020405613625952602,0.6891304347826088,0.4369230769230769,4,0,27,8543.0,9782.0,11202.0,6.79,22.28,40.02,9.61,41.4,Stable,71,Rajarajeshwari Nagar offers steady 7.6% annual appreciation. Investment score: 41/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 41.1%.,0
Gottigere,12.8743,77.5975,South,Apartment,2,1040,6850,5049,5352,5811,6309,6850,7.34,0,9.9,8.2,45.7,35.670429788076845,17.87988298055412,7.924811848671576,71.24,35.62,520.0,17.25,0.07164179104477612,0.19220681903334583,0.06266050333846943,0.1967391304347826,0.28923076923076924,3,0,7,7394.0,8627.0,10048.0,7.94,25.94,46.69,10.18,30.6,Stable,129,Gottigere offers steady 8.7% annual appreciation. Investment score: 32/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 46.5%.,0
Malleshwaram,13.0084,77.5661,North,Apartment,3,1840,13150,11958,12176,12492,12817,13150,2.21,1,15.1,3.2,28.3,9.968222110720856,5.26737111751521,2.403971704434027,241.96,80.65333333333334,613.3333333333334,45.75,0.44776119402985076,0.0,0.2996432487957912,0.8163043478260869,0.4492307692307692,2,0,21,13459.0,14112.0,14816.0,2.35,7.32,12.67,3.04,28.8,Stable,106,Malleshwaram offers steady 2.6% annual appreciation. Investment score: 30/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 12.7%.,0
Jp Nagar,12.9129,77.585,South,Apartment,2,1340,9300,6723,7153,7807,8521,9300,9.58,1,8.5,6.9,43.5,38.33110218652387,19.123863199692583,8.45010062898901,124.62,62.31,670.0,44.75,0.21791044776119403,0.2761333832896216,0.1367592554033232,0.7945652173913043,0.24615384615384617,3,0,16,10090.0,11876.0,14030.0,8.49,27.7,50.86,11.57,46.9,Stable,62,Jp Nagar offers steady 9.1% annual appreciation. Investment score: 47/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 50.3%.,0
Bannerghatta Road,12.8794,77.5956,South,Apartment,2,900,10050,6292,6884,7809,8859,10050,14.9,0,7.4,6.6,42.1,59.72663699936427,28.69765655013446,12.420195694321423,90.45,45.225,450.0,21.549999999999997,0.2626865671641791,0.4754589733982766,0.08932661475034356,0.29021739130434776,0.2123076923076923,3,0,2,11280.0,14242.0,17920.0,12.24,41.71,78.31,17.48,44.5,Stable,19,Bannerghatta Road offers steady 13.5% annual appreciation. Investment score: 43/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 79.6%.,0
Sarjapur Road,12.8967,77.6879,East,Builder Floor,3,1980,12050,7294,8033,9196,10527,12050,12.32,0,4.1,12.3,44.5,65.20427748834659,31.035232709873856,13.371873097168985,238.59,79.53,660.0,23.65,0.382089552238806,0.37879355563881606,0.294965227168617,0.3358695652173913,0.11076923076923076,1,1,30,13656.0,17530.0,22525.0,13.33,45.48,86.93,17.37,41.8,Stable,131,Sarjapur Road offers steady 14.5% annual appreciation. Investment score: 45/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 87.5%.,0
Yelahanka,13.1051,77.5955,North,Apartment,3,1610,11200,6406,7134,8291,9636,11200,14.92,0,22.9,5.5,13.5,74.83609116453324,35.08623808949463,14.989390520812584,180.32,60.10666666666666,536.6666666666666,23.25,0.33134328358208953,0.47620831772199335,0.21407848526492596,0.32717391304347826,0.6892307692307692,2,0,34,12833.0,16945.0,22419.0,14.58,51.29,100.17,19.99,47.6,Stable,135,Yelahanka is among the fastest appreciating micro-markets with 16.2% YoY growth. Investment score: 50/100. Projected 3-year ROI: 52.1%. Ideal for growth-oriented investors with a medium horizon.,0
Hsr Layout,12.9163,77.6341,South,Apartment,1,600,12950,7526,8355,9669,11190,12950,17.2,0,5.6,8.3,44.0,72.07015678979538,33.933188540697074,14.531879747301657,77.7,77.7,600.0,22.4,0.43582089552238806,0.5616335706257025,0.07162786823803774,0.30869565217391304,0.15692307692307692,3,0,11,14858.0,19386.0,25472.0,14.73,49.7,96.69,20.45,48.1,High Growth,12,Hsr Layout is among the fastest appreciating micro-markets with 15.7% YoY growth. Investment score: 46/100. Projected 3-year ROI: 50.2%. Ideal for growth-oriented investors with a medium horizon.,0
Manyata Tech Park,13.0438,77.6202,North,Apartment,2,850,11350,7486,8108,9070,10146,11350,11.37,0,0.5,6.8,17.1,51.61635052097249,25.13781697905182,10.96512575944577,96.475,48.2375,425.0,40.95,0.3402985074626866,0.34319970026227054,0.09769014006302142,0.7119565217391305,0.0,2,0,22,12580.0,15508.0,19052.0,10.84,36.63,67.86,14.67,47.8,High Potential,60,"Manyata Tech Park presents an emerging opportunity — current price Rs 11,967/sqft is still accessible, while connectivity score of 40 and 11.9% growth signal strong upside. 5-year ROI estimate: 68.4%. Early-entry advantage recommended.",0
Sarjapur Road,12.9005,77.6824,East,Apartment,1,680,11600,7023,7734,8853,10134,11600,13.03,0,4.1,12.4,43.4,65.17157909725188,31.029029707443804,13.36626284136495,78.88,78.88,680.0,24.200000000000003,0.35522388059701493,0.4053952791307606,0.07326586987603936,0.34782608695652184,0.11076923076923076,1,0,30,13164.0,16848.0,21744.0,13.48,45.24,87.45,17.65,43.5,Stable,100,Sarjapur Road offers steady 14.5% annual appreciation. Investment score: 45/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 87.5%.,0
Bellandur,12.9292,77.6806,East,Builder Floor,3,1420,12900,7682,8487,9758,11220,12900,14.04,0,3.7,11.1,45.1,67.92501952616506,32.199221151875385,13.835796827877257,183.18,61.06,473.3333333333333,23.75,0.43283582089552236,0.4432371674784563,0.2180485570316079,0.33804347826086956,0.09846153846153846,1,1,3,14693.0,19044.0,24758.0,13.9,47.63,91.92,18.51,44.0,Stable,116,Bellandur is among the fastest appreciating micro-markets with 15.0% YoY growth. Investment score: 46/100. Projected 3-year ROI: 47.6%. Ideal for growth-oriented investors with a medium horizon.,0
Anjanapura,12.8555,77.5685,South,Apartment,3,1980,6650,5098,5363,5762,6190,6650,6.35,0,11.3,10.4,46.2,30.443311102393096,15.411315515446026,6.869912433936798,131.67,43.88999999999999,660.0,15.599999999999998,0.05970149253731343,0.1551142750093668,0.1465456211218923,0.16086956521739126,0.3323076923076923,3,0,0,7105.0,8122.0,9264.0,6.84,22.14,39.31,8.8,27.5,Stable,107,Anjanapura offers steady 7.5% annual appreciation. Investment score: 28/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 39.4%.,0
Marathahalli,12.9545,77.7013,East,Apartment,2,1180,8850,5587,6103,6908,7819,8850,14.57,0,3.0,9.5,42.0,58.40343654913192,28.112333526346266,12.186642267151049,104.43,52.215,590.0,26.0,0.191044776119403,0.4630947920569502,0.10873276974971892,0.3869565217391305,0.07692307692307693,1,0,23,9933.0,12582.0,15775.0,12.24,42.17,78.25,17.12,47.6,Stable,32,Marathahalli offers steady 13.3% annual appreciation. Investment score: 46/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 77.6%.,0
Hsr Layout,12.9097,77.636,South,Apartment,3,1650,14200,8252,9161,10602,12270,14200,16.62,0,5.5,8.2,39.5,72.07949587978672,33.93699302018487,14.53343376715952,234.3,78.10000000000001,550.0,24.75,0.5104477611940299,0.5399025852379169,0.2890101195185941,0.3597826086956522,0.15384615384615385,3,0,11,16278.0,21339.0,28195.0,14.63,50.27,98.56,20.22,47.8,High Growth,23,Hsr Layout is among the fastest appreciating micro-markets with 15.7% YoY growth. Investment score: 46/100. Projected 3-year ROI: 50.2%. Ideal for growth-oriented investors with a medium horizon.,0
Banashankari,12.93,77.5506,South,Apartment,3,1970,9100,7118,7459,7970,8516,9100,6.66,1,9.7,5.2,39.5,27.844900252880024,14.178168130489336,6.333681945617564,179.27,59.75666666666667,656.6666666666666,45.55,0.20597014925373133,0.1667291120269764,0.21262094143450078,0.8119565217391304,0.28307692307692306,3,0,1,9683.0,10932.0,12346.0,6.41,20.13,35.67,8.43,41.4,Stable,106,Banashankari offers steady 6.8% annual appreciation. Investment score: 42/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 35.9%.,0
Devanahalli,13.2487,77.7177,North,Apartment,3,2120,9600,5162,5818,6875,8124,9600,19.98,0,31.7,7.3,8.7,85.97442851607904,39.63636363636363,16.778611777481277,203.52,67.84,706.6666666666666,25.65,0.23582089552238805,0.6657924316223305,0.2462832632324158,0.3793478260869565,0.96,2,0,4,11190.0,15265.0,20803.0,16.56,59.01,116.7,23.77,59.4,High Growth,35,Devanahalli is among the fastest appreciating micro-markets with 18.2% YoY growth. Investment score: 58/100. Projected 3-year ROI: 59.2%. Ideal for growth-oriented investors with a medium horizon.,0
Yelahanka,13.1019,77.5925,North,Apartment,3,1480,10600,6063,6752,7847,9120,10600,15.03,0,23.1,5.6,12.6,74.8309417779977,35.08347139034026,14.98854382583772,156.88,52.29333333333333,493.3333333333333,23.7,0.2955223880597015,0.4803297115024354,0.18154055442191036,0.33695652173913043,0.6953846153846154,2,0,34,12200.0,16081.0,21284.0,15.09,51.71,100.79,20.03,48.6,High Growth,112,Yelahanka is among the fastest appreciating micro-markets with 16.2% YoY growth. Investment score: 50/100. Projected 3-year ROI: 52.1%. Ideal for growth-oriented investors with a medium horizon.,0
Kr Puram,13.0042,77.6973,East,Apartment,2,1290,9350,4915,5565,6616,7865,9350,19.37,1,6.0,6.4,34.6,90.23397761953204,41.324062877871825,17.441616989321098,120.615,60.3075,645.0,51.7,0.2208955223880597,0.6429374297489697,0.13119976679298712,0.9456521739130435,0.16923076923076924,1,0,20,11000.0,15170.0,20918.0,17.65,62.25,123.72,24.18,74.0,High Potential,43,"Kr Puram presents an emerging opportunity — current price Rs 9,567/sqft is still accessible, while connectivity score of 51 and 18.8% growth signal strong upside. 5-year ROI estimate: 123.3%. Early-entry advantage recommended.",0
Hulimavu,12.8926,77.6106,South,Apartment,1,600,7300,5278,5616,6129,6689,7300,9.64,0,7.4,8.4,41.1,38.30996589617279,19.105890031000165,8.445957735359988,43.8,43.8,600.0,22.049999999999997,0.09850746268656717,0.2783814162607719,0.024570024570024565,0.30108695652173906,0.2123076923076923,3,0,12,7921.0,9309.0,10953.0,8.51,27.52,50.04,11.59,36.3,Stable,15,Hulimavu offers steady 9.0% annual appreciation. Investment score: 35/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 49.9%.,0
Malleshwaram,13.0063,77.5699,North,Apartment,3,1410,13500,12277,12500,12825,13158,13500,2.95,1,13.0,3.7,30.5,9.961717031848172,5.263157894736842,2.4024572653589704,190.35,63.449999999999996,470.0,46.75,0.46865671641791046,0.02772573997751968,0.22800149918793988,0.8380434782608696,0.38461538461538464,2,0,21,13822.0,14460.0,15173.0,2.39,7.11,12.39,3.34,29.9,Stable,58,Malleshwaram offers steady 2.6% annual appreciation. Investment score: 30/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 12.7%.,0
Marathahalli,12.9544,77.6967,East,Apartment,1,640,9100,5746,6276,7103,8040,9100,13.75,0,3.2,9.1,37.1,58.371040723981906,28.11488103618189,12.180905873909055,58.24,58.24,640.0,28.25,0.20597014925373133,0.4323716747845635,0.04461472258082428,0.43586956521739134,0.08307692307692308,1,0,23,10228.0,12857.0,16149.0,12.4,41.29,77.46,16.79,47.4,Stable,39,Marathahalli offers steady 13.3% annual appreciation. Investment score: 46/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 77.6%.,0
Rt Nagar,13.0184,77.5878,North,Builder Floor,3,1560,6900,5806,6000,6286,6586,6900,5.17,0,14.2,6.0,22.9,18.842576644850155,9.767737830098632,4.410220951241861,107.64,35.88,520.0,24.35,0.07462686567164178,0.11090295991007869,0.1131886894598759,0.35108695652173916,0.42153846153846153,2,1,29,7214.0,7893.0,8611.0,4.55,14.39,24.8,6.05,28.4,Stable,15,Rt Nagar offers steady 4.8% annual appreciation. Investment score: 27/100. Low volatility makes it suitable for risk-averse investors. 5-year ROI estimate: 24.1%.,0
